batch,Step,Period,TransNum,ActualSurplus,Efficiency,MarketPrice,OA,OB,TheoreticalSurplus
1,35,1,1,4.800000000000001,0.14545454545454548,25.789185806416576,25.789185806416576,28.603517412633796,33.0
1,60,1,2,15.400000000000002,0.46666666666666673,25.230658481615663,25.230658481615663,26.046849409518828,33.0
1,77,1,3,23.200000000000003,0.7030303030303031,30.53205484057048,29.330440118710342,30.53205484057048,33.0
1,114,1,4,24.800000000000004,0.7515151515151517,26.30831129004049,25.844470545340386,26.30831129004049,33.0
1,248,1,5,30.800000000000004,0.9333333333333335,27.900291069681728,27.900291069681728,30.44674641408237,33.0
1,516,2,1,39.400000000000006,0.596969696969697,25.50536711690065,25.50536711690065,29.895652462819918,33.0
1,583,2,2,44.4,0.6727272727272727,27.90079171097785,27.90079171097785,28.532701975074357,33.0
1,618,2,3,54.800000000000004,0.8303030303030303,30.383869239984676,25.739993461682356,30.383869239984676,33.0
1,667,2,4,59.6,0.9030303030303031,24.658096935014644,24.658096935014644,27.273007915033205,33.0
1,776,2,5,61.4,0.9303030303030303,26.06819904386936,25.62533431810126,26.06819904386936,33.0
1,1010,3,1,69.4,0.7010101010101011,27.574995848160228,27.574995848160228,30.81871594489993,33.0
1,1041,3,2,78.6,0.7939393939393938,29.25855453149009,26.264602315974162,29.25855453149009,33.0
1,1157,3,3,84.4,0.8525252525252526,26.566117863504974,26.566117863504974,29.163081800708724,33.0
1,1277,3,4,87.39999999999999,0.8828282828282827,27.043450158322482,27.043450158322482,28.04190240109876,33.0
1,1382,3,5,89.6,0.905050505050505,25.752796309188355,25.752796309188355,26.62061963578774,33.0
1,1552,4,1,99.0,0.75,25.610442546506228,25.610442546506228,31.620224135447593,33.0
1,1809,4,2,106.2,0.8045454545454546,29.64693328002024,26.214920791051544,29.64693328002024,33.0
1,1906,4,3,109.2,0.8272727272727273,26.119278862626263,25.59119480672591,26.119278862626263,33.0
1,1968,4,4,115.80000000000001,0.8772727272727273,29.102811766750314,29.020777195027648,29.102811766750314,33.0
1,2070,5,1,123.8,0.7503030303030302,26.249357095468575,26.249357095468575,31.136678716174245,33.0
1,2102,5,2,130.20000000000002,0.7890909090909092,26.413680429449023,24.913039531252064,26.413680429449023,33.0
1,2119,5,3,132.79999999999998,0.8048484848484847,25.717140629960237,25.717140629960237,26.659609299305952,33.0
1,2170,5,4,142.4,0.863030303030303,26.046586732689867,26.046586732689867,34.66605991555333,33.0
1,2241,5,5,146.2,0.886060606060606,26.204206132436685,25.61044635959889,26.204206132436685,33.0
1,2525,6,1,156.4,0.7898989898989899,25.46495508504373,25.46495508504373,31.915861836241838,33.0
1,2554,6,2,164.4,0.8303030303030303,27.690911292306513,25.48995379180855,27.690911292306513,33.0
1,2698,6,3,169.79999999999998,0.8575757575757574,26.418589999803643,26.418589999803643,30.47428841634411,33.0
1,2813,6,4,172.79999999999998,0.8727272727272727,26.65636086684713,25.46962801877517,26.65636086684713,33.0
1,2831,6,5,177.6,0.896969696969697,25.56326550383565,25.56326550383565,27.01668270487395,33.0
1,3035,7,1,183.20000000000002,0.7930735930735932,26.071919486726877,26.071919486726877,29.838440530420783,33.0
1,3059,7,2,193.20000000000002,0.8363636363636364,33.94808443305714,27.307989988097127,33.94808443305714,33.0
1,3119,7,3,202.00000000000003,0.8744588744588746,30.3738613502848,27.511302653964655,30.3738613502848,33.0
1,3267,7,4,205.40000000000003,0.8891774891774893,26.95415342441663,26.95415342441663,28.37025901654523,33.0
1,3509,8,1,208.20000000000002,0.7886363636363637,26.88400216841979,24.5237977869798,26.88400216841979,33.0
1,3552,8,2,217.20000000000002,0.8227272727272728,31.052311011773575,31.052311011773575,33.62962794930341,33.0
1,3558,8,3,225.0,0.8522727272727273,27.46590450641124,27.46590450641124,31.144689032415805,33.0
1,3638,8,4,231.0,0.875,30.687590451251303,27.39226317303384,30.687590451251303,33.0
1,3834,8,5,235.2,0.8909090909090909,27.044353367534242,27.044353367534242,27.44328137975324,33.0
1,4011,9,1,239.6,0.8067340067340067,25.12158912498474,25.12158912498474,28.7169621297537,33.0
1,4057,9,2,247.8,0.8343434343434344,27.235943036921046,27.235943036921046,32.326806973471285,33.0
1,4151,9,3,258.6,0.8707070707070708,29.194370375898934,27.578312031598674,29.194370375898934,33.0
1,4258,9,4,264.2,0.8895622895622896,26.43566280759002,25.91131769649596,26.43566280759002,33.0
1,4510,10,1,266.59999999999997,0.8078787878787878,25.76734225247916,25.485045322518843,25.76734225247916,33.0
1,4548,10,2,277.6,0.8412121212121213,31.372397208273075,26.762634004375098,31.372397208273075,33.0
1,4626,10,3,281.80000000000007,0.8539393939393941,28.042105755728723,25.089775878869663,28.042105755728723,33.0
1,4697,10,4,290.6,0.8806060606060607,27.744533961523516,27.744533961523516,30.355922890794066,33.0
1,4749,10,5,296.19999999999993,0.8975757575757574,25.512032733086983,25.512032733086983,30.10915155795068,33.0
2,27,1,1,10.600000000000001,0.3212121212121213,24.578998788860485,24.578998788860485,30.13287729080407,33.0
2,70,1,2,15.8,0.4787878787878788,28.164336379000215,27.883126493957047,28.164336379000215,33.0
2,222,1,3,24.6,0.7454545454545455,30.801500838980868,30.681519939848325,30.801500838980868,33.0
2,525,2,1,34.800000000000004,0.5272727272727273,24.81736075599733,24.81736075599733,26.216460956168707,33.0
2,648,2,2,43.199999999999996,0.6545454545454544,25.533829887381955,25.533829887381955,26.081734221829716,33.0
2,697,2,3,47.2,0.7151515151515152,25.87523721061786,25.87523721061786,28.80600567827072,33.0
2,728,2,4,52.2,0.790909090909091,30.562460570187117,30.32347861690354,30.562460570187117,33.0
2,783,2,5,54.0,0.8181818181818182,25.547396617404235,25.547396617404235,25.966873564377025,33.0
2,1024,3,1,62.60000000000001,0.6323232323232324,24.503605185993695,24.503605185993695,25.191901535771972,33.0
2,1081,3,2,73.39999999999998,0.7414141414141412,26.66063408154965,26.66063408154965,32.57930167365077,33.0
2,1129,3,3,79.6,0.804040404040404,26.825722112029236,26.825722112029236,30.804884680417935,33.0
2,1262,3,4,83.39999999999998,0.8424242424242422,26.273746982947284,26.273746982947284,27.23459005590991,33.0
2,1441,3,5,85.0,0.8585858585858586,26.181602274091926,26.181602274091926,26.645706448818924,33.0
2,1525,4,1,95.0,0.7196969696969697,25.33208717050087,25.33208717050087,33.54190474720987,33.0
2,1569,4,2,102.6,0.7772727272727272,28.31366696377281,28.31366696377281,31.888164082451617,33.0
2,1648,4,3,107.4,0.8136363636363637,27.089156791570137,24.332383786981694,27.089156791570137,33.0
2,1770,4,4,114.0,0.8636363636363636,24.669939735765723,24.669939735765723,29.122196638949035,33.0
2,2003,5,1,123.80000000000001,0.7503030303030304,26.196803104190646,26.196803104190646,30.928758154695018,33.0
2,2027,5,2,129.8,0.7866666666666667,28.811478824283455,27.562075208654043,28.811478824283455,33.0
2,2127,5,3,138.60000000000002,0.8400000000000002,25.327405898450255,24.607010213657535,25.327405898450255,33.0
