batch,Step,Period,TransNum,ActualSurplus,Efficiency,MarketPrice,OA,OB,TheoreticalSurplus
1,7,1,1,5.0,0.16666666666666666,21.73533714491353,20.386364110055517,21.73533714491353,30.0
1,54,1,2,13.0,0.43333333333333335,28.197881826378843,28.197881826378843,28.264121710785975,30.0
1,92,1,3,17.0,0.5666666666666667,26.275432149208484,25.08287461445858,26.275432149208484,30.0
1,187,1,4,21.0,0.7,25.314877440543796,24.894653808176287,25.314877440543796,30.0
1,463,1,5,26.0,0.8666666666666667,25.811884211902953,21.144661002530224,25.811884211902953,30.0
1,501,2,1,31.0,0.5166666666666667,25.45062328564135,25.45062328564135,28.83198890915954,30.0
1,533,2,2,38.0,0.6333333333333333,26.53633777953731,26.53633777953731,28.128380361582547,30.0
1,563,2,3,45.0,0.75,24.135426255949955,22.864995661440012,24.135426255949955,30.0
1,620,2,4,49.0,0.8166666666666667,23.606123129877318,23.302138254577557,23.606123129877318,30.0
1,884,2,5,51.0,0.85,26.305685403501553,26.305685403501553,26.74813615741148,30.0
1,1003,3,1,58.0,0.6444444444444445,23.990053979429916,23.990053979429916,28.94754486333436,30.0
1,1030,3,2,65.00000000000001,0.7222222222222224,26.359947206558335,21.632407995264433,26.359947206558335,30.0
1,1182,3,3,72.00000000000001,0.8000000000000002,25.036505674459786,25.036505674459786,26.293877247674786,30.0
1,1264,3,4,74.00000000000001,0.8222222222222224,29.080560441383096,28.23444533855659,29.080560441383096,30.0
1,1464,3,5,76.00000000000001,0.8444444444444446,24.970311582544756,24.630032225356725,24.970311582544756,30.0
1,1519,4,1,79.00000000000001,0.6583333333333334,27.097033430092207,27.097033430092207,27.292200156781718,30.0
1,1569,4,2,81.00000000000001,0.6750000000000002,25.814653102091437,24.804465186470026,25.814653102091437,30.0
1,1649,4,3,91.00000000000001,0.7583333333333334,28.472363047944842,24.16411953363136,28.472363047944842,30.0
1,1707,4,4,96.00000000000001,0.8000000000000002,25.706353007732133,25.706353007732133,26.60058930615997,30.0
1,1811,4,5,102.00000000000001,0.8500000000000001,23.30811135548587,23.30811135548587,24.81822979920034,30.0
1,2026,5,1,106.00000000000001,0.7066666666666668,24.183531965883827,24.183531965883827,25.930619619057534,30.0
1,2104,5,2,108.0,0.72,27.933608621398026,27.933608621398026,28.335450525784868,30.0
1,2130,5,3,112.0,0.7466666666666667,23.14844032381629,23.14844032381629,23.7753991084329,30.0
1,2211,5,4,120.0,0.8,26.29575335561983,26.1373319939596,26.29575335561983,30.0
1,2342,5,5,126.0,0.84,24.638464438895056,24.638464438895056,28.245013616609313,30.0
1,2463,5,6,128.0,0.8533333333333334,25.247053203884583,25.247053203884583,25.319053242769744,30.0
1,2596,6,1,129.99999999999997,0.7222222222222221,26.020628202451697,26.020628202451697,26.673766124199226,30.0
1,2820,6,2,134.99999999999997,0.7499999999999999,26.745898578769058,26.745898578769058,27.10662438632074,30.0
1,2901,6,3,140.99999999999997,0.7833333333333332,26.931248238326553,25.23082180935696,26.931248238326553,30.0
1,3062,7,1,150.99999999999997,0.7190476190476189,28.053467747982932,22.417997132407656,28.053467747982932,30.0
1,3073,7,2,156.99999999999997,0.7476190476190475,27.648155438379266,27.591311909076577,27.648155438379266,30.0
1,3165,7,3,161.00000000000003,0.7666666666666668,28.801476995782625,27.648432080622342,28.801476995782625,30.0
1,3273,7,4,163.00000000000003,0.7761904761904763,25.555187285895173,25.456354406007353,25.555187285895173,30.0
1,3431,7,5,167.00000000000003,0.7952380952380954,23.584636659047877,23.584636659047877,26.79845637702892,30.0
1,3554,8,1,171.00000000000003,0.7125000000000001,25.13073446936039,24.221588910439422,25.13073446936039,30.0
1,3613,8,2,177.99999999999997,0.7416666666666666,27.813454859610815,27.10200932137949,27.813454859610815,30.0
1,3693,8,3,185.00000000000003,0.7708333333333335,24.335357483043637,24.335357483043637,26.320921761373395,30.0
1,3752,8,4,190.99999999999997,0.7958333333333332,24.774945199279372,22.723318437631335,24.774945199279372,30.0
1,3769,8,5,195.99999999999997,0.8166666666666665,22.45359045085605,22.45359045085605,23.708784663097166,30.0
1,4059,9,1,197.0,0.7296296296296296,26.09419992568679,26.09419992568679,26.525956363956997,30.0
1,4078,9,2,202.0,0.7481481481481481,27.806462697569188,26.058340893505143,27.806462697569188,30.0
1,4270,9,3,210.0,0.7777777777777778,27.708489430066805,24.171936524294424,27.708489430066805,30.0
1,4449,9,4,214.0,0.7925925925925926,27.07686588705824,25.17370505492694,27.07686588705824,30.0
1,4506,10,1,217.0,0.7233333333333334,23.737144690974702,21.485688306512756,23.737144690974702,30.0
1,4544,10,2,224.00000000000003,0.7466666666666668,23.34820391518033,23.34820391518033,23.60429151142575,30.0
1,4632,10,3,228.00000000000003,0.7600000000000001,27.149712532119075,24.207443984823193,27.149712532119075,30.0
1,4742,10,4,233.00000000000003,0.7766666666666667,23.918675581531318,22.00360050461022,23.918675581531318,30.0
1,4816,10,5,242.00000000000003,0.8066666666666668,28.00332689137555,23.920161283389263,28.00332689137555,30.0
2,16,1,1,5.0,0.16666666666666666,26.113666943455666,24.722030247693937,26.113666943455666,30.0
2,147,1,2,11.0,0.36666666666666664,26.790912583893057,24.798553490604316,26.790912583893057,30.0
2,210,1,3,20.0,0.6666666666666666,28.043146438453395,28.043146438453395,28.972408275681854,30.0
2,248,1,4,22.0,0.7333333333333333,25.43371509950614,25.43371509950614,25.663785363419084,30.0
2,371,1,5,30.0,1.0,26.777037491935804,24.95516598388022,26.777037491935804,30.0
2,553,2,1,39.0,0.65,28.60632915599416,28.426372730641585,28.60632915599416,30.0
2,625,2,2,44.0,0.7333333333333333,22.01237322155781,22.01237322155781,22.027360106294193,30.0
2,760,2,3,49.0,0.8166666666666667,25.7542405391142,24.777072501835242,25.7542405391142,30.0
2,804,2,4,54.0,0.9,27.128636448510587,27.128636448510587,27.664698832603676,30.0
2,917,2,5,58.0,0.9666666666666667,23.61271224753869,23.61271224753869,23.74682286947906,30.0
2,1108,3,1,65.0,0.7222222222222222,27.296515914375046,26.086132693686256,27.296515914375046,30.0
2,1258,3,2,70.0,0.7777777777777778,25.28965910965446,25.28965910965446,29.756344383415232,30.0
2,1412,3,3,77.0,0.8555555555555555,26.481406222486644,21.829455857387742,26.481406222486644,30.0
2,1448,3,4,81.0,0.9,25.61401573437989,24.88110906815242,25.61401573437989,30.0
2,1536,4,1,83.0,0.6916666666666667,26.518516436776167,26.518516436776167,26.55229216217966,30.0
2,1612,4,2,88.0,0.7333333333333333,26.20363298792926,22.849871802098896,26.20363298792926,30.0
2,1667,4,3,92.0,0.7666666666666667,28.09502344343226,28.09502344343226,28.304924059687536,30.0
2,1819,4,4,98.0,0.8166666666666667,26.30662502286212,25.886399688932755,26.30662502286212,30.0
2,1970,4,5,103.0,0.8583333333333333,25.964161560577946,24.37115708832387,25.964161560577946,30.0
2,2000,4,6,104.0,0.8666666666666667,23.859836216989905,23.70747616676509,23.859836216989905,30.0
2,2007,5,1,110.0,0.7333333333333333,27.820023811603548,26.59698240964906,27.820023811603548,30.0
2,2036,5,2,114.0,0.76,25.33273040225347,22.872698953309555,25.33273040225347,30.0
2,2116,5,3,117.0,0.78,24.18195657377272,24.18195657377272,26.38461716586319,30.0
2,2175,5,4,126.0,0.84,28.205264415252373,27.259549915984486,28.205264415252373,30.0
2,2445,5,5,134.0,0.8933333333333333,27.71398234452886,21.57603579328488,27.71398234452886,30.0
2,2512,6,1,142.99999999999997,0.7944444444444443,26.16905166011939,24.982986551607237,26.16905166011939,30.0
2,2544,6,2,147.0,0.8166666666666667,26.370425974350972,25.28976009388637,26.370425974350972,30.0
2,2679,6,3,150.0,0.8333333333333334,26.0133413172328,24.51924394855547,26.0133413172328,30.0
2,2757,6,4,153.0,0.85,25.752632150143047,23.48123895770166,25.752632150143047,30.0
2,2871,6,5,161.0,0.8944444444444445,25.31933043787571,24.911491724804442,25.31933043787571,30.0
2,3013,7,1,171.0,0.8142857142857143,29.475933643706437,28.78108240906802,29.475933643706437,30.0
2,3156,7,2,178.0,0.8476190476190476,26.019541453303418,24.759648781076784,26.019541453303418,30.0
2,3191,7,3,183.0,0.8714285714285714,27.337355655216175,27.337355655216175,28.221286581691828,30.0
2,3476,7,4,187.0,0.8904761904761904,24.361898083001034,24.361898083001034,24.616204822464862,30.0
2,3509,8,1,194.0,0.8083333333333333,21.4823621711664,21.4823621711664,21.630818180666118,30.0
2,3592,8,2,202.0,0.8416666666666667,28.35526160599772,24.690178613151357,28.35526160599772,30.0
2,3751,8,3,209.0,0.8708333333333333,27.137966556690834,27.137966556690834,28.157330710749488,30.0
2,3784,8,4,211.0,0.8791666666666667,27.39131351906196,26.874872085622815,27.39131351906196,30.0
2,3954,8,5,215.0,0.8958333333333334,24.633124623450083,24.629214866667535,24.633124623450083,30.0
2,4024,9,1,218.0,0.8074074074074075,27.370371701506766,27.370371701506766,28.677899959428814,30.0
2,4106,9,2,227.0,0.8407407407407408,26.237515698224517,21.83696788354842,26.237515698224517,30.0
2,4456,9,3,231.0,0.8555555555555555,25.707984485237557,24.42188996313319,25.707984485237557,30.0
2,4588,10,1,238.0,0.7933333333333333,27.52881010974655,27.52881010974655,28.653261820086534,30.0
2,4664,10,2,244.0,0.8133333333333334,26.343755877640792,25.768869783257475,26.343755877640792,30.0
2,4684,10,3,250.0,0.8333333333333334,25.30897126632687,23.49929024125096,25.30897126632687,30.0
2,4800,10,4,255.0,0.85,23.18162008256696,23.18162008256696,23.389523508646654,30.0
2,4925,10,5,257.0,0.8566666666666667,25.891822583155445,24.14332759448846,25.891822583155445,30.0
3,53,1,1,5.0,0.16666666666666666,25.43547190652033,24.95730232003863,25.43547190652033,30.0
3,111,1,2,15.0,0.5,26.390827358277907,21.629304411745693,26.390827358277907,30.0
3,231,1,3,21.0,0.7,26.642185285677964,23.142184498099606,26.642185285677964,30.0
3,641,2,1,23.0,0.38333333333333336,26.423275224190462,25.377253389501327,26.423275224190462,30.0
3,917,2,2,28.0,0.4666666666666667,26.882096863174805,23.988095821988207,26.882096863174805,30.0
3,995,2,3,34.0,0.5666666666666667,27.998986679293665,24.616918825462427,27.998986679293665,30.0
3,1004,3,1,42.0,0.4666666666666667,27.506941216373193,27.506941216373193,27.976643154426224,30.0
3,1073,3,2,45.0,0.5,27.385895578034848,27.274275587872555,27.385895578034848,30.0
3,1114,3,3,48.0,0.5333333333333333,25.514564127446178,23.02031793320718,25.514564127446178,30.0
